Order Date,Sales,Anomaly,Rolling Mean,Rolling Std,Z-Score,Z_Anomaly
2015-01-04,304.508,-1,,,,False
2015-01-11,4619.108,1,,,,False
2015-01-18,4130.533,1,,,,False
2015-01-25,3092.5440000000003,1,,,,False
2015-02-01,2527.9139999999998,1,,,,False
2015-02-08,968.534,-1,,,,False
2015-02-15,2771.054,1,,,,False
2015-02-22,224.912,-1,2329.888375,1676.932120326703,-1.255254371649763,False
2015-03-01,2289.643,1,2578.03025,1468.3113847949626,-0.19640741942504972,False
2015-03-08,4030.728,1,2504.48275,1362.383769736471,1.120275566916967,False
2015-03-15,4139.602,1,2505.616375,1363.9329695322735,1.1979955478019817,False
2015-03-22,37703.665,-1,6832.0064999999995,12546.13840919608,2.460650240983446,True
2015-03-29,3998.777,1,7015.864375000001,12484.680156578495,-0.24166316935321894,False
2015-04-05,10363.902,1,8190.285375000001,12274.687683408509,0.17708121632602028,False
2015-04-12,8418.293,1,8896.19025,12079.340150600869,-0.03956319170101586,False
2015-04-19,2198.37,1,9142.872500000001,11895.714245475698,-0.5837818862067242,False
2015-04-26,5660.104,1,9564.180125,11675.976819313059,-0.3343682661772955,False
2015-05-03,4974.812,1,9682.190625000001,11616.680361434514,-0.40522580277130904,False
2015-05-10,6332.464,1,9956.298375,11492.420717682602,-0.31532385247820366,False
2015-05-17,3967.87,1,5739.324,2624.3931110865506,-0.6749956751969155,False
2015-05-24,6241.984,1,6019.724875,2529.9983179388737,0.08784951492816384,False
2015-05-31,6523.233,1,5539.64125,1864.8647466864445,0.5274332906703717,False
2015-06-07,8569.948,1,5558.598125,1898.769972545259,1.5859477022186907,False
2015-06-14,8683.282000000001,1,6369.212125000001,1623.6223906153598,1.4252512704773417,False
2015-06-21,11139.4446,1,7054.129700000001,2297.5898716265206,1.7780870948512253,False
2015-06-28,5143.956999999999,1,7075.272825,2276.4024223642027,-0.84840703296836,False
2015-07-05,3158.4,1,6678.514825,2667.39167438457,-1.3196842663956254,False
2015-07-12,6290.629,1,6968.859700000001,2447.5441711017593,-0.2771066230419434,False
2015-07-19,1387.686,-1,6362.072450000001,3153.4319793493028,-1.5774516408076906,False
2015-07-26,21590.079999999998,1,8245.428325,6246.129534628221,2.136467327649536,True
2015-08-02,3255.66,1,7581.142324999999,6484.720579318167,-0.667026785825643,False
2015-08-09,13454.076000000001,1,8177.491575,6811.678895279399,0.7746378691832871,False
2015-08-16,3187.942,1,7183.553749999999,6897.3279054398345,-0.5792985058530726,False
2015-08-23,4366.4980000000005,1,7086.371375,6935.542192524633,-0.3921644911816084,False
2015-08-30,4901.8925,1,7304.3079375,6820.926168787314,-0.35221249696170265,False
2015-09-06,4234.85,1,7047.3355624999995,6902.804660115425,-0.4074409897111257,False
2015-09-13,29959.137,-1,10618.7669375,10172.926399028975,1.9011609151469016,False
2015-09-20,20685.832000000002,1,10505.735937500001,10037.735240025593,1.0141825640017623,False
2015-09-27,17249.3338,1,12254.9451625,9810.544975185476,0.5090837104495898,False
2015-10-04,11781.179,1,12045.8330375,9799.156418033932,-0.02700783885977602,False
2015-10-11,4751.272,1,12241.2492875,9611.058753533773,-0.7793082405979573,False
2015-10-18,10468.226,1,13003.9652875,9126.767309966666,-0.2778354264308794,False
2015-10-25,3882.9900000000002,1,12876.602475000002,9262.088681170815,-0.9710134273798731,False
2015-11-01,14794.436,1,14196.550725000001,8582.07517107712,0.06966674878530099,False
2015-11-08,14934.875,1,12318.517975,5848.492360939625,0.4473558078786056,False
2015-11-15,15130.8292,1,11624.142624999999,4978.15131623868,0.7044154249713593,False
2015-11-22,26793.6235,1,12817.1788375,7176.923582054844,1.947414446134923,False
2015-11-29,16191.363,1,13368.451837499999,7254.931647344823,0.38910237886708915,False
2015-12-06,13185.832,1,14422.7718375,6384.390213722735,-0.19374439783478414,False
2015-12-13,8971.0645,1,14235.62665,6536.988847548101,-0.805349721833262,False
2015-12-20,23416.453,1,16677.309525,5713.911933870111,1.1794272563167572,False
2015-12-27,10632.52,1,16157.070025,6087.112870737475,-0.9075813349146394,False
2016-01-03,15880.6606,1,16275.293225,6069.142436464183,-0.06502279838235414,False
2016-01-10,1973.444,1,14630.620075,7923.157060037002,-1.5974915023255756,False
2016-01-17,1720.158,1,11496.4368875,7363.922375212524,-1.3275912468072228,False
2016-01-24,358.522,-1,9517.331762500002,8020.219353163774,-1.1419649961178533,False
2016-01-31,10314.516,1,9158.4172625,7895.880309915129,0.14641796634736817,False
2016-02-07,3249.49,1,8443.22045,8169.654211694084,-0.6357344283391664,False
2016-02-14,2071.846,1,5775.144574999999,5690.22266647214,-0.6508178663763949,False
2016-02-21,4776.534,1,5043.146325,5342.110250711747,-0.04990767926672394,False
2016-02-28,1853.5410000000002,1,3289.756375,3114.3412385210113,-0.4611618525406204,False
2016-03-06,6066.2554,1,3801.3577999999998,3202.1472677925644,0.7073058827682627,False
2016-03-13,5375.648,1,4258.29405,3122.5653603179553,0.35783204547117153,False
2016-03-20,13310.136,1,5877.2458,4035.777204338313,1.8417493889429564,False
2016-03-27,5012.915,1,5214.545675,3616.565315323718,-0.055751979411424624,False
2016-04-03,2873.5840000000003,1,5167.557425,3648.048545903538,-0.628822066410258,False
2016-04-10,6433.63,1,5712.780425,3439.251848322789,0.20959487900007526,False
2016-04-17,11463.31,1,6548.627425000001,3953.3364624741694,1.2431733604389892,False
2016-04-24,4603.642,1,6892.39005,3589.5848173204517,-0.6376080149872323,False
2016-05-01,11805.6065,1,7609.8089375,3955.7465011342065,1.060684136684938,False
2016-05-08,7774.9439999999995,1,7909.720937499999,3851.7478314751124,-0.03499111141146122,False
2016-05-15,4905.0615,1,6859.086625,3270.74839230095,-0.5974244700691747,False
2016-05-22,4418.17,1,6784.7435,3325.0150250904962,-0.7117482123063756,False
2016-05-29,6551.177,1,7244.442625,2938.8256354930704,-0.23589886267059368,False
2016-06-05,9418.944,1,7617.6068749999995,3009.8386161769954,0.5984829602884167,False
2016-06-12,4550.428,1,6753.496625,2727.0748588494894,-0.8078504401340271,False
2016-06-19,7687.451000000001,1,7138.97275,2594.5057917169715,0.211399894250008,False
2016-06-26,6242.707,1,6443.6103125,1783.968789960296,-0.11261593455593522,False
2016-07-03,4014.966,1,5973.6130625000005,1876.0329342971322,-1.0440366086823631,False
2016-07-10,4291.266,1,5896.888625,1937.5202515614867,-0.8286997896956154,False
2016-07-17,10366.159,1,6640.38725,2379.776110309295,1.5655975929247263,False
2016-07-24,3955.135,1,6315.8820000000005,2563.5781986901584,-0.920879652201055,False
2016-07-31,7539.815,1,6080.990875,2312.4248174160393,0.6308633751086123,False
2016-08-07,3837.8992,1,5991.924775,2392.1459326059867,-0.9004574284702692,False
2016-08-14,7272.986,1,5940.11665,2354.368922668517,0.5661259529748138,False
2016-08-21,7085.682,1,6045.488525,2388.4634738996824,0.435507382200683,False
2016-08-28,15773.478,1,7515.302524999999,4020.682889891805,2.05392359983461,True
2016-09-04,8162.043,1,7999.14965,3804.3627908717053,0.042817512144438546,False
2016-09-11,8243.94,1,7733.872275,3687.9426335589997,0.13830684901618623,False
2016-09-18,24095.96,1,10251.4754,6524.00951919685,2.1220822194177837,True
2016-09-25,18316.364999999998,1,11598.54415,6980.70288973667,0.9623416088767834,False
2016-10-02,9591.275,1,12317.716124999999,6333.305868941967,-0.4304925707710174,False
2016-10-09,3987.545,1,11907.035999999998,6796.727429160979,-1.1651917900991386,False
2016-10-16,9673.8455,1,12230.5564375,6592.99290212503,-0.38779215683304163,False
2016-10-23,5588.974,1,10957.4934375,6791.441007543731,-0.7904831141928211,False
2016-10-30,6122.684,1,10702.5735625,6947.832783575509,-0.6591824681398113,False
2016-11-06,15492.867,1,11608.6894375,7053.270033020896,0.5506917421728739,False
2016-11-13,27965.3492,1,12092.3630875,8088.591595560884,1.9623918360782717,False
2016-11-20,15075.134,1,11687.2092125,7808.628224220761,0.4338693929608985,False
2016-11-27,13504.0113,1,12176.30125,7781.083881912676,0.17063304677723562,False
2016-12-04,20712.100000000002,1,14266.870625000001,7508.634586990148,0.8583756873942623,False
2016-12-11,15675.144,1,15017.0329375,7280.527450140084,0.09039332205077223,False
2016-12-18,11314.539999999999,1,15732.7286875,6456.059778405556,-0.6843475493021466,False
2016-12-25,22843.047,1,17822.7740625,5542.334542788118,0.9058047468521284,False
2017-01-01,10421.8172,1,17188.8928375,6107.9989427297605,-1.1079038652347388,False
2017-01-08,5769.608,1,14414.4251875,5527.079390608618,-1.5640841349572274,False
2017-01-15,2174.507,1,12801.8468125,6994.038636155701,-1.519485431144452,False
2017-01-22,3227.454,1,11517.27715,7749.5718234373035,-1.0697137001722852,False
2017-01-29,2662.052,1,9261.021149999999,7304.947054079333,-0.903356191516119,False
2017-02-05,17926.368,1,9542.424149999999,7623.736646150035,1.0997158269145966,False
2017-02-12,3821.642,1,8605.8119,7832.337152710403,-0.6108227731673201,False
2017-02-19,2920.111,1,6115.4448999999995,5469.806029339234,-0.5841768214193884,False
2017-02-26,2628.088,1,5141.22875,5284.147247009879,-0.47560006043020503,False
2017-03-05,14419.498000000001,1,6222.465,6231.192617603415,1.3154838091255587,False
2017-03-12,14129.183,1,7716.7995,6547.194282857407,0.9794093810213662,False
2017-03-19,14902.938,1,9176.235,6702.952638692625,0.8543552832139601,False
2017-03-26,4575.475,1,9415.412875,6467.299972155413,-0.7483707104723877,False
2017-04-02,7145.821,1,8067.8445,5489.847102291791,-0.16795067017715162,False
2017-04-09,9674.378999999999,1,8799.436625,5226.824351029148,0.16739463893171097,False
2017-04-16,15502.758,1,10372.2675,5096.434629600005,1.0066822931863384,False
2017-04-23,7107.204,1,10932.157000000001,4309.392317943165,-0.8875852365712709,False
2017-04-30,2779.046,1,9477.1005,4889.788067743616,-1.3698046637613899,False
2017-05-07,10158.411,1,8980.753999999999,4539.062600805855,0.2594493849436935,False
2017-05-14,4767.564,1,7713.83225,4036.6111306303255,-0.7298865693659062,False
2017-05-21,8770.649,1,8238.229,3838.289160228048,0.13871284256456773,False
2017-05-28,23367.662,1,10265.959125000001,6524.022835720674,2.008224557900819,True
2017-06-04,12066.989,1,10565.035375,6547.827191048829,0.2293819890441271,False
2017-06-11,10913.018,1,9991.317875,6247.5716367502555,0.14752934077270255,False
2017-06-18,10713.721,1,10442.1325,6138.903372478729,0.04424055625595219,False
2017-06-25,10503.088,1,11407.63775,5313.408377205357,-0.17023907928487844,False
2017-07-02,7617.454000000001,1,11090.018125,5472.320318228299,-0.6345688708010913,False
2017-07-09,9571.03,1,11690.451375,4914.610371369039,-0.431249115361632,False
2017-07-16,4431.985,1,11148.118375,5488.700773425539,-1.2236289883969045,False
2017-07-23,9716.872,1,9441.769625,2399.972160287187,0.11462731924651956,False
2017-07-30,9929.576000000001,1,9174.593,2174.3365520846305,0.3472245358135406,False
2017-08-06,5045.558,1,8441.1605,2473.216494084141,-1.3729499654082764,False
2017-08-13,6791.8324999999995,1,7950.9244375,2343.705833439508,-0.4945552129291643,False
2017-08-20,3783.892,1,7111.0249375,2497.3663373502413,-1.332256660843022,False
2017-08-27,14460.025,1,7966.3463125,3616.561205018941,1.7955395524589195,False
2017-09-03,17558.9918,1,8964.8415375,4971.698483052124,1.7286145352129345,False
2017-09-10,14920.9956,1,10275.9678625,4988.573594446962,0.9311334491828727,False
2017-09-17,16528.072,1,11127.3678625,5440.3023528525955,0.9927213208413257,False
2017-09-24,13848.655,1,11617.2527375,5493.229971597455,0.4062095113507688,False
2017-10-01,9753.1413,1,12205.700649999999,4909.85307910422,-0.4995178695749196,False
2017-10-08,28412.098,1,14908.2338375,7006.675006152713,1.9272856455654026,False
2017-10-15,7439.001,1,15365.1224625,6256.68719543813,-1.2668239940585626,False
2017-10-22,12415.173999999999,1,15109.5160875,6340.158404895544,-0.4249644749285079,False
2017-10-29,6625.845,1,13742.8727375,6891.136042359421,-1.0327800371015803,False
2017-11-05,16321.3878,1,13917.921762500002,6942.929814250939,0.34617461241890785,False
2017-11-12,20640.302,1,14431.9505125,7306.49054107666,0.8497036234560236,False
2017-11-19,12641.716,1,14281.0831375,7332.669036812752,-0.22357031652045944,False
2017-11-26,27367.716,1,16482.904975,8352.49999859216,1.3031800091990025,False
2017-12-03,23324.762,1,15846.987975,7460.563282651131,1.0023068958330386,False
2017-12-10,18961.002,1,17287.238100000002,6676.486527430453,0.2506953160353596,False
2017-12-17,25449.8,-1,18916.56635,6904.253660540009,0.9462621119121815,False
2017-12-24,17948.247,1,20331.8666,4892.1546953493225,-0.48723307998947085,False
2017-12-31,16060.185,1,20299.21625,4923.515556798923,-0.8609765118232009,False
2018-01-07,9060.984,1,18851.8015,6314.478680147187,-1.5505345723602604,False
2018-01-14,7332.659000000001,1,18188.169374999998,7267.449034206996,-1.493716753141912,False
2018-01-21,13698.768,1,16479.550875,6349.874456470305,-0.4379272210911947,False
2018-01-28,9476.086,1,14748.466375,6099.938124170386,-0.8643334190733392,False
2018-02-04,5776.328,1,13100.382125,6562.763713323616,-1.1160014964626601,False
2018-02-11,5409.749,1,10595.37575,4749.83207823592,-1.0917494902105958,False
2018-02-18,5648.0154,1,9057.8468,3953.7690885143898,-0.8624255295802384,False
2018-02-25,4509.7519999999995,1,7614.042675000001,3033.1947624508516,-1.023439283698256,False
2018-03-04,6164.182,1,7251.942425,3008.592868037271,-0.36155122102301185,False
2018-03-11,6965.41,1,7206.0363,3009.986805994567,-0.0799426427786256,False
2018-03-18,8779.131000000001,1,6591.081675,1720.20980806502,1.2719665442794044,False
